tissue	gene_id	outcome	n_snps	PP0	PP1	PP2	PP3	PP4	gene_name	is_mito
Brain_Amygdala	ENSG00000285416.1	ADHD	224	2.97382425858218e-05	0.200670294760214	2.13596296210082e-05	0.143476560840991	0.655802046526588	ENSG00000285416	FALSE
Brain_Hypothalamus	ENSG00000174891.14	F3	102	0.0383356799220607	0.236449843677228	0.0105073093816967	0.064157265319565	0.65054990169945	RSRC1	FALSE
Brain_Cortex	ENSG00000104643.10	ASD	73	0.0701763820316451	0.204968504845861	0.0194963927314996	0.0562952581509941	0.649063462240001	MTMR9	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000249889.1	ASD	478	0.000308588639380054	0.0994547036383205	0.000785610885285994	0.252546790471653	0.646904306365361	ALG1L11P	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000174891.14	ADHD	262	9.85003641155435e-06	0.134883033343451	1.60318720169396e-05	0.21888877578332	0.646202308964801	RSRC1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000251288.2	F3	171	4.76406912070278e-05	0.250606959398248	2.05859822404075e-05	0.107647902538159	0.641676911390145		FALSE
Brain_Frontal_Cortex_BA9	ENSG00000001617.12	ADHD	83	0.0360747550537899	0.115315488156032	0.0496469102543503	0.158058931548418	0.64090391498741	SEMA3F	FALSE
Brain_Amygdala	ENSG00000258017.3	ADHD	86	0.0363057829771479	0.265695710197361	0.00706214088015813	0.0510427967021246	0.639893569243209	ENSG00000258017	FALSE
Brain_Cerebellum	ENSG00000145354.12	F3	193	1.5890613798794e-06	0.222741086718998	9.97372309074073e-07	0.139165062219258	0.638091264628054	CISD2	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000243620.2	ADHD	175	1.91429557381793e-13	0.291014367086835	4.80775722990532e-14	0.0724517836762323	0.636533849236695	ENSG00000243620	FALSE
Brain_Amygdala	ENSG00000178252.19	ADHD	159	0.0133121931503287	0.201923583508785	0.00928683331737657	0.140230397136318	0.635246992887191	WDR6	FALSE
Brain_Putamen_basal_ganglia	ENSG00000186523.15	ASD	219	0.00503518567829027	0.133976076696729	0.0082162321807391	0.217982481142272	0.63479002430197	FAM86B1	FALSE
Brain_Caudate_basal_ganglia	ENSG00000184608.9	ASD	173	0.000796133428391273	0.138162611876046	0.00130839561910988	0.226428328176419	0.633304530900034	FAM167A-AS1	FALSE
Brain_Substantia_nigra	ENSG00000169398.19	ADHD	315	0.000303328096352419	0.317235612303891	4.85891770773076e-05	0.0501847507495847	0.632227719673094	PTK2	FALSE
Brain_Cortex	ENSG00000068885.15	ADHD	246	3.90385444466037e-05	0.0547978805368388	0.000223243329895603	0.312731455547536	0.632208382041283	IFT80	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000174891.14	F3	112	0.0155685048893961	0.272717478811111	0.0043494683173019	0.075558942452191	0.631805605529999	RSRC1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000184608.9	ASD	331	8.38066722021642e-07	0.116201563835363	1.8254247058484e-06	0.252471680608573	0.631324092064635	FAM167A-AS1	FALSE
Brain_Caudate_basal_ganglia	ENSG00000174891.14	ADHD	115	0.0127220427994461	0.132174906874463	0.0198595346858468	0.205699910638483	0.629543605001761	RSRC1	FALSE
Brain_Cerebellum	ENSG00000223443.3	ASD	136	0.0152048753664887	0.239929050434028	0.00697428774149569	0.109424011771364	0.628467774686624		FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000272572.1	ADHD	97	5.44568191617388e-08	0.357178686963654	2.37459825125976e-09	0.0149469590939487	0.62787429711098	ENSG00000272572	FALSE
Brain_Cerebellum	ENSG00000272572.1	ADHD	116	3.65311557762956e-17	0.357197038490411	1.68544745357294e-18	0.0158531430270362	0.626949818482553	ENSG00000272572	FALSE
Brain_Cerebellum	ENSG00000250569.1	ADHD	349	4.03821270217201e-08	0.306883667301435	8.864543742939e-09	0.0667396561555709	0.626376627296325	NTAN1P2	FALSE
Brain_Cortex	ENSG00000272572.1	ADHD	111	2.03973014280524e-06	0.360438176276036	7.86754162947897e-08	0.0132763515938826	0.626283353724522	ENSG00000272572	FALSE
Brain_Caudate_basal_ganglia	ENSG00000270773.1	ADHD	55	5.89858073773134e-07	0.346831092200764	4.81677367015908e-08	0.0276967121537741	0.625471557619651	ENSG00000270773	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000158220.14	ADHD	186	0.0617639441849844	0.295763487483804	0.00319153280471782	0.0146583856683151	0.624622649858179	ESYT3	FALSE
Brain_Substantia_nigra	ENSG00000261451.1	ASD	231	0.0119670967147199	0.231931129741637	0.00656405189157103	0.126593205498092	0.62294451615398	ENSG00000261451	FALSE
Brain_Hypothalamus	ENSG00000272572.1	ADHD	99	3.61786443579585e-08	0.365835119300067	1.32725081422407e-09	0.0127996728087772	0.621365170385259	ENSG00000272572	FALSE
Brain_Cerebellum	ENSG00000177479.20	ADHD	238	0.00136934745979734	0.201053152161082	0.00119683160202427	0.175102395416142	0.621278273360954	ARIH2	FALSE
Brain_Hypothalamus	ENSG00000184608.9	ASD	354	2.24848385116576e-06	0.11371254209816	5.25886913797738e-06	0.265335770577363	0.620944179971488	FAM167A-AS1	FALSE
Brain_Cerebellum	ENSG00000248971.2	F3	267	5.53713170207348e-06	0.247702789919656	2.95687912191928e-06	0.131654928247359	0.620633787822163	KRT8P46	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000178149.17	ADHD	330	0.000555260706115783	0.195088801591554	0.000524598059860047	0.183695458015288	0.620135881627181	DALRD3	FALSE
Brain_Cerebellum	ENSG00000254423.1	ASD	617	1.62460294574773e-05	0.0517461685533013	0.000103700340988456	0.329683506654758	0.618450378421495	ENSG00000254423	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000270773.1	ADHD	106	1.86167999088614e-14	0.319053853369935	3.74190344432458e-15	0.0635111326611724	0.61743501396887	ENSG00000270773	FALSE
Brain_Cerebellum	ENSG00000270773.1	ADHD	68	9.65475788438573e-15	0.321327818551483	1.91348752348199e-15	0.0630687249449718	0.615603456503531	ENSG00000270773	FALSE
Brain_Frontal_Cortex_BA9	ENSG00000253633.2	F3	45	0.00726286127314672	0.374677633823982	5.99323601224907e-05	0.00247627675872157	0.615523295784027	ENSG00000253633	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000104324.16	ADHD	36	0.044261885907518	0.31662758819165	0.00320055502621386	0.0222815555120044	0.613628415362614	CPQ	FALSE
Brain_Caudate_basal_ganglia	ENSG00000178149.17	ADHD	148	0.0579511562893286	0.169568595194947	0.0407869275020791	0.118732060335022	0.612961260678623	DALRD3	FALSE
Brain_Amygdala	ENSG00000169398.19	ADHD	357	1.05587729569291e-08	0.334485850792996	1.70420872710111e-09	0.0533745981568259	0.612139538787195	PTK2	FALSE
Brain_Caudate_basal_ganglia	ENSG00000258017.3	ADHD	103	3.33760276051272e-05	0.30096627506335	9.73843169058032e-06	0.0872039218057266	0.611786688671628	ENSG00000258017	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000272572.1	ADHD	67	1.65420342948591e-07	0.374420426587194	6.60293685248255e-09	0.0143341622540841	0.611245239135442	ENSG00000272572	FALSE
Brain_Cortex	ENSG00000154328.16	ASD	337	1.3617140469725e-05	0.383027621762508	2.46863703499394e-07	0.00633324208833962	0.61062527214498	NEIL2	FALSE
Brain_Caudate_basal_ganglia	ENSG00000123908.12	ADHD	76	0.0360391698171037	0.313291497479095	0.00419880418384857	0.0358899730659312	0.610580555454022	AGO2	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000123416.15	ADHD	88	0.0364157531964664	0.289861737997101	0.00712260432098898	0.0560839166773348	0.610515987808108	TUBA1B	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000119906.13	ADHD	52	0.00096644278242974	0.375935341491656	3.6421339509872e-05	0.0135579864513475	0.609503807935057	SLF2	FALSE
Brain_Cerebellum	ENSG00000120860.11	ADHD	191	0.000125952863589677	0.32339766079926	2.66713443663965e-05	0.0678729975209964	0.608576717471788	WASHC3	FALSE
Brain_Hypothalamus	ENSG00000145354.12	F3	179	5.41710286188441e-05	0.261559706096996	2.70772885366541e-05	0.130131908542919	0.608227137042929	CISD2	FALSE
Brain_Cerebellum	ENSG00000068028.18	ADHD	279	0.000854575846280073	0.0169838182961267	0.0179451813409077	0.356033887926438	0.608182536590247	RASSF1	FALSE
Brain_Cerebellum	ENSG00000251288.2	F3	201	0.0136897226271701	0.281528010122703	0.00453356277531611	0.0926247183820401	0.607623986092771		FALSE
Brain_Cerebellar_Hemisphere	ENSG00000109323.11	ASD	305	0.00742932844067763	0.217036387884234	0.00562848339605112	0.163821389121551	0.606084411157487	MANBA	FALSE
Brain_Cerebellum	ENSG00000184608.9	ASD	272	5.44212527496149e-06	0.125175613610705	1.17187105579034e-05	0.268938971435774	0.605868254117687	FAM167A-AS1	FALSE
Brain_Cortex	ENSG00000279875.1	ADHD	134	0.00353731717417847	0.354319410272106	0.000366254720720275	0.0360806255474826	0.605696392285513	ENSG00000279875	FALSE
Brain_Hippocampus	ENSG00000270773.1	ADHD	77	4.52543230721816e-17	0.32966657538379	8.9784526887911e-18	0.0648002789230907	0.605533145693118	ENSG00000270773	FALSE
Brain_Amygdala	ENSG00000247828.9	ADHD	154	0.00762655911452753	0.304615570870397	0.00202666771117556	0.0803425897002333	0.605388612603667	TMEM161B-DT	FALSE
Brain_Putamen_basal_ganglia	ENSG00000258017.3	ADHD	43	0.103853886474625	0.258083475739949	0.00989610905827222	0.0239882786020749	0.604178250125079	ENSG00000258017	FALSE
Brain_Caudate_basal_ganglia	ENSG00000272572.1	ADHD	93	2.20621047718725e-06	0.380701874022307	9.22559419961098e-08	0.0153156296357203	0.603980197875553	ENSG00000272572	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000270773.1	ADHD	55	1.45112891765622e-06	0.331143507567855	2.87241160409952e-07	0.0649437079274033	0.603911046134663	ENSG00000270773	FALSE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000196072.12	F3	99	1.35055271025755e-22	0.339454289989126	2.41304719321484e-23	0.0600501710704941	0.600495538940379	BLOC1S2	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000186523.15	ASD	79	0.0521595551442207	0.259019068444817	0.0150625047424923	0.0741993135545583	0.599559558113912	FAM86B1	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000145354.12	F3	168	2.03097317271155e-08	0.26459969871256	1.04851472412812e-08	0.136003431710439	0.599396838782121	CISD2	FALSE
Brain_Hippocampus	ENSG00000253641.6	ASD	1036	1.09380634694723e-05	0.0112312153935833	0.000379543423673218	0.389116335714861	0.599261967404413	LINCR-0001	FALSE
Brain_Anterior_cingulate_cortex_BA24	ENSG00000178149.17	ADHD	231	0.0694837239360228	0.180550618018878	0.0420800170438915	0.108744063609985	0.599141577391223	DALRD3	FALSE
Brain_Cortex	ENSG00000280399.1	ADHD	85	0.142588286570991	0.245303750389757	0.0051813682417187	0.00831522785793374	0.5986113669396	ENSG00000280399	FALSE
Brain_Cerebellum	ENSG00000119906.13	ADHD	33	0.0129970884986173	0.378414153488847	0.000396025205907188	0.0109331337709531	0.597259599035676	SLF2	FALSE
Brain_Substantia_nigra	ENSG00000104626.15	ASD	82	0.0363235807723969	0.306964568800226	0.00661504062603489	0.0553078244185763	0.594788985382766	ERI1	FALSE
Brain_Cortex	ENSG00000270773.1	ADHD	68	4.40587457826757e-07	0.336769657871664	9.05100938145272e-08	0.0685881114323256	0.594641699598458	ENSG00000270773	FALSE
Brain_Caudate_basal_ganglia	ENSG00000145022.5	ASD	125	0.193814441370399	0.0928601398006434	0.0821245223524618	0.038754955484769	0.592445940991727	TCTA	FALSE
Brain_Hypothalamus	ENSG00000270773.1	ADHD	41	0.000975029214447583	0.344879010561673	0.000179511796818405	0.0629043182682177	0.591062130158844	ENSG00000270773	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000270773.1	ADHD	69	1.57422738910657e-18	0.338226572376669	3.36830644235726e-19	0.0717788862566808	0.589994541366652	ENSG00000270773	FALSE
Brain_Amygdala	ENSG00000270773.1	ADHD	48	0.000383887836083973	0.345510614666293	7.26681810329327e-05	0.0648143331023257	0.589218496214265	ENSG00000270773	FALSE
Brain_Substantia_nigra	ENSG00000145020.16	ADHD	186	0.0412338724868258	0.232004525630781	0.0209221539961085	0.117130877786777	0.588708570099508	AMT	TRUE
Brain_Nucleus_accumbens_basal_ganglia	ENSG00000163938.17	ASD	459	1.14488373959472e-06	0.304719357285822	4.04615151389384e-07	0.107103168283628	0.588175924931658	GNL3	FALSE
Brain_Hypothalamus	ENSG00000187166.1	ADHD	51	0.0720715343174717	0.308365664949974	0.00605866634102522	0.0253344736220913	0.588169660769437	H1-7	FALSE
Brain_Caudate_basal_ganglia	ENSG00000145029.14	ADHD	413	0.000273189728911407	0.212723200502687	0.000258690585970777	0.200847332010799	0.585897587171632	NICN1	FALSE
Brain_Cortex	ENSG00000163938.17	ASD	183	0.000435040200611007	0.346282561947643	8.58058211233038e-05	0.0677140896448947	0.585482502385728	GNL3	FALSE
Brain_Spinal_cord_cervical_c-1	ENSG00000174891.14	F3	107	0.112648131997171	0.213655604476739	0.0311171973784759	0.0584347092863331	0.584144356861282	RSRC1	FALSE
Brain_Cerebellum	ENSG00000183726.11	ADHD	159	3.10732061139777e-20	0.36709132707845	4.20843873766196e-21	0.049133700445735	0.583774972475816	TMEM50A	FALSE
Brain_Cerebellum	ENSG00000254088.1	ADHD	116	0.0598172384444974	0.298643533901671	0.0101028805891833	0.049858061527321	0.581578285537328		FALSE
Brain_Frontal_Cortex_BA9	ENSG00000183726.11	ADHD	160	2.62390873377573e-23	0.369686138539042	3.55337813537229e-24	0.0494832064330513	0.580830655027908	TMEM50A	FALSE
Brain_Cerebellar_Hemisphere	ENSG00000183726.11	ADHD	156	1.30216288810441e-23	0.369693656656901	1.76313087371999e-24	0.0494757564826025	0.580830586860494	TMEM50A	FALSE
Brain_Amygdala	ENSG00000272572.1	ADHD	51	0.00617328052131883	0.39953231787707	0.000222819843506856	0.0138405827381601	0.580230999019945	ENSG00000272572	FALSE
